oil_gas,district,lease_no,gas_mcf_d,oil_bbl_d,window,months_present
O,09,21961,216.75,28.46,202512-202605,6
O,09,22156,671.61,43.81,202512-202605,6
O,10,59687,74.51,103.95,202512-202605,6
O,10,59902,144.16,24.37,202512-202605,6
O,10,59922,267.01,60.11,202512-202605,6
O,10,59926,103.04,29.2,202512-202605,6
O,10,60036,352.04,63.92,202512-202605,6
O,10,60083,472.45,62.42,202512-202605,6
O,10,60262,539.1,115.05,202512-202605,6
O,10,60629,112.88,113.82,202512-202605,6
O,10,60694,369.15,47.86,202512-202605,6
O,10,60700,124.76,40.31,202512-202605,6
O,10,60855,227.26,42.24,202512-202605,6
O,10,61120,218.31,74.35,202512-202605,6
O,10,61160,160.07,42.4,202512-202605,6
O,10,33461,0.08,0.84,202512-202605,6
O,10,33763,12.4,7.33,202512-202605,6
O,10,34450,3.8,1.5,202512-202605,6
O,10,34481,0.0,0.0,202512-202605,3
O,10,36456,0.0,0.0,202512-202605,6
O,10,37359,14.73,5.14,202512-202605,6
O,10,37659,0.0,0.0,202512-202605,6
O,10,37692,1.62,0.54,202512-202605,6
O,10,40168,0.0,0.0,202512-202605,6
O,10,41934,174.92,56.27,202512-202605,6
O,10,43022,0.0,0.0,202512-202605,3
O,10,45900,39.65,22.05,202512-202605,6
O,10,45951,0.0,0.0,202512-202605,6
O,10,46545,95.81,43.32,202512-202605,6
O,10,46785,757.47,124.51,202512-202605,6
O,10,36383,0.0,0.41,202512-202605,6
O,10,38478,0.0,0.0,202512-202605,6
O,10,38653,0.0,5.97,202512-202605,6
O,10,39094,0.0,8.6,202512-202605,6
O,10,43218,0.0,0.0,202512-202605,6
O,10,44447,0.0,0.0,202512-202605,6
O,10,50097,0.0,1.15,202512-202605,6
O,10,51240,71.19,14.84,202512-202605,6
O,09,01531,0.0,0.0,202512-202605,6
O,09,04426,32.55,10.6,202512-202605,6
O,09,04589,7.45,0.36,202512-202605,6
O,09,05542,0.0,0.0,202512-202605,6
O,09,06095,0.0,0.04,202512-202605,6
O,09,06191,18.37,2.61,202512-202605,6
O,09,09114,0.0,0.0,202512-202605,6
O,09,23245,451.59,398.89,202512-202605,6
O,09,23249,495.68,435.16,202512-202605,6
O,09,23258,463.97,389.0,202512-202605,6
O,10,20406,0.0,0.0,202512-202605,6
O,10,29482,0.0,0.16,202512-202605,6
O,10,30641,2.12,0.11,202512-202605,6
O,10,44702,0.0,0.0,202512-202605,6
O,10,46588,0.0,0.0,202512-202605,6
O,10,46665,0.0,0.0,202512-202605,6
O,10,46788,0.0,0.0,202512-202605,6
O,10,46873,0.0,0.0,202512-202605,6
O,10,48614,0.0,0.0,202512-202605,6
O,10,48615,0.0,0.0,202512-202605,6
O,10,48834,0.0,0.0,202512-202605,6
O,09,17665,17.63,6.1,202512-202605,6
O,09,17684,1.13,1.34,202512-202605,6
O,09,18769,0.0,0.0,202512-202605,6
O,09,18870,0.0,0.0,202512-202605,6
O,09,19117,22.24,17.1,202512-202605,6
O,09,19195,435.95,9.4,202512-202605,6
O,09,19357,655.56,31.65,202512-202605,6
O,09,19433,71.56,4.46,202512-202605,6
O,09,19527,0.0,0.0,202512-202605,6
O,09,19740,303.76,6.45,202512-202605,6
O,09,19796,424.06,11.27,202512-202605,6
O,09,19814,105.41,8.11,202512-202605,6
O,09,19845,318.07,23.45,202512-202605,6
O,09,19871,591.77,28.08,202512-202605,6
O,10,45694,0.0,0.0,202512-202605,6
O,10,47669,24.02,14.4,202512-202605,6
O,10,48181,0.0,0.0,202512-202605,6
O,10,51225,0.0,0.0,202512-202605,6
O,10,63700,0.0,0.0,202512-202605,6
O,09,03801,0.0,0.0,202512-202605,6
O,09,04449,0.0,0.0,202512-202605,6
O,09,04537,0.0,0.0,202512-202605,6
O,09,05629,0.0,0.0,202512-202605,6
O,09,06123,0.0,0.0,202512-202605,6
O,09,06221,0.0,0.0,202512-202605,6
O,09,09936,0.0,0.0,202512-202605,6
O,09,10058,16.05,0.72,202512-202605,6
O,09,10880,0.0,0.0,202512-202605,6
O,09,22258,150.31,46.6,202512-202605,6
O,09,22382,62.81,15.15,202512-202605,6
O,09,22418,798.98,45.94,202512-202605,6
O,09,22447,749.9,106.27,202512-202605,6
O,09,22570,333.51,99.07,202512-202605,6
O,09,22666,356.1,171.07,202512-202605,6
O,09,22667,132.59,111.87,202512-202605,6
O,09,22721,222.42,78.77,202512-202605,6
O,09,23104,467.7,144.65,202512-202605,6
O,09,23196,513.47,171.1,202512-202605,6
O,09,23240,500.05,447.18,202512-202605,6
O,09,23279,56.65,56.04,202512-202605,6
O,09,23393,0.0,0.0,202512-202605,6
O,09,23406,0.0,0.0,202512-202605,6
O,10,61315,263.54,101.13,202512-202605,6
O,10,61434,276.67,138.74,202512-202605,6
O,10,61553,127.26,40.44,202512-202605,6
O,10,61645,228.88,99.31,202512-202605,6
O,10,61699,241.26,49.83,202512-202605,6
O,10,61729,2057.36,459.43,202512-202605,6
O,10,61770,167.32,58.32,202512-202605,6
O,10,61872,215.35,164.92,202512-202605,6
O,10,61895,274.03,40.61,202512-202605,6
O,10,61904,186.53,81.66,202512-202605,6
O,10,61941,310.37,111.75,202512-202605,6
O,10,62044,0.0,0.0,202512-202605,6
O,10,62095,790.94,150.11,202512-202605,6
O,10,62106,38.13,49.36,202512-202605,6
O,10,47587,20.34,8.01,202512-202605,6
O,10,47635,35.48,7.98,202512-202605,6
O,10,47754,116.01,6.85,202512-202605,6
O,10,47789,134.08,10.84,202512-202605,6
O,10,47874,129.13,8.12,202512-202605,6
O,10,48933,94.05,5.43,202512-202605,6
O,10,49124,388.37,7.04,202512-202605,6
O,10,49126,149.22,7.2,202512-202605,6
O,10,49863,285.21,12.1,202512-202605,6
O,10,50346,256.3,33.65,202512-202605,6
O,10,50539,248.3,3.05,202512-202605,6
O,10,50662,92.07,31.4,202512-202605,6
O,10,50712,260.32,2.92,202512-202605,6
O,10,51400,152.74,5.64,202512-202605,6
O,09,10842,0.0,0.0,202512-202605,6
O,09,11105,0.0,0.0,202512-202605,6
O,09,11809,0.32,0.76,202512-202605,6
O,09,12560,0.0,0.0,202512-202605,6
O,09,12592,0.0,0.0,202512-202605,6
O,09,12618,1.32,3.26,202512-202605,6
O,09,12930,0.0,0.01,202512-202605,6
O,09,14941,0.0,0.0,202512-202605,6
O,09,15026,0.0,0.0,202512-202605,6
O,09,15510,0.0,0.0,202512-202605,6
O,09,16296,550.02,271.99,202512-202605,6
O,09,16574,0.0,0.09,202512-202605,6
O,09,16668,5.57,0.37,202512-202605,6
O,09,16673,0.0,0.0,202512-202605,6
O,10,49518,1744.34,192.53,202512-202605,6
O,10,49643,0.0,0.0,202512-202605,6
O,10,50369,0.0,0.0,202512-202605,6
O,10,51130,298.29,59.94,202512-202605,6
O,10,51160,0.0,0.0,202512-202605,6
O,10,52641,0.0,0.0,202512-202605,6
O,10,53405,25.31,2.13,202512-202605,6
O,10,57339,0.0,0.0,202512-202605,6
O,10,57543,237.35,29.77,202512-202605,6
O,09,19904,278.68,4.5,202512-202605,6
O,09,20020,188.71,27.19,202512-202605,6
O,09,20058,119.37,2.33,202512-202605,6
O,09,20062,290.85,2.75,202512-202605,6
O,09,20075,373.1,50.3,202512-202605,6
O,09,20179,15.55,8.25,202512-202605,6
O,09,20224,0.0,0.0,202512-202605,6
O,09,20385,11.75,10.47,202512-202605,6
O,09,20462,364.69,23.68,202512-202605,6
O,09,20732,543.59,51.36,202512-202605,6
O,09,20772,83.63,15.8,202512-202605,6
O,09,20960,130.48,29.41,202512-202605,6
O,09,21095,694.95,4.81,202512-202605,6
O,09,11134,0.0,0.0,202512-202605,6
O,09,12064,0.89,0.59,202512-202605,6
O,09,12747,0.12,1.54,202512-202605,6
O,09,12967,0.11,0.08,202512-202605,6
O,09,13764,0.0,0.0,202512-202605,6
O,09,13819,0.0,0.0,202512-202605,6
O,09,14679,0.0,0.0,202512-202605,6
O,09,16268,0.0,0.0,202512-202605,6
O,09,16282,0.0,1.85,202512-202605,6
O,09,16437,33.46,8.7,202512-202605,6
O,09,16508,0.0,0.0,202512-202605,6
O,09,17094,15.24,3.72,202512-202605,6
O,09,17192,74.65,9.79,202512-202605,6
O,09,17319,0.0,0.0,202512-202605,6
O,10,05876,0.0,0.0,202512-202605,6
O,10,21378,0.0,0.43,202512-202605,6
O,10,24346,3.97,0.32,202512-202605,6
O,10,25839,0.0,0.08,202512-202605,6
O,10,26002,58.01,19.98,202512-202605,6
O,10,28868,0.0,0.0,202512-202605,6
O,10,28908,0.01,0.0,202512-202605,6
O,10,31203,0.0,0.25,202512-202605,6
O,10,33516,0.0,0.0,202512-202605,6
O,10,36818,1.13,2.84,202512-202605,6
O,10,41647,2.2,2.02,202512-202605,6
O,10,41697,17.13,4.02,202512-202605,6
O,10,44568,0.0,1.4,202512-202605,6
O,10,44948,265.57,55.79,202512-202605,6
O,10,46163,0.0,0.0,202512-202605,6
O,10,46532,0.0,0.0,202512-202605,6
O,10,48025,0.0,0.0,202512-202605,6
O,10,48687,410.78,69.32,202512-202605,6
O,10,48911,1687.58,306.6,202512-202605,6
O,10,49160,0.0,0.0,202512-202605,6
O,10,62153,191.67,32.28,202512-202605,6
O,10,62157,522.57,126.23,202512-202605,6
O,10,62167,102.37,69.99,202512-202605,6
O,10,62261,536.21,141.87,202512-202605,6
O,10,62284,662.06,224.87,202512-202605,6
O,10,62297,428.08,102.43,202512-202605,6
O,10,62367,248.43,44.98,202512-202605,6
O,10,62782,261.15,63.97,202512-202605,6
O,10,62823,512.23,202.69,202512-202605,6
O,10,62846,188.02,58.41,202512-202605,6
O,10,63068,676.04,204.77,202512-202605,6
O,10,63268,483.82,194.48,202512-202605,6
O,10,63313,677.72,380.63,202512-202605,6
O,10,63372,398.73,169.33,202512-202605,6
O,10,51527,182.36,19.96,202512-202605,6
O,10,52251,63.41,18.16,202512-202605,6
O,10,52265,246.81,8.2,202512-202605,6
O,10,52572,17.21,9.31,202512-202605,6
O,10,52756,570.18,47.31,202512-202605,6
O,10,52881,84.3,38.49,202512-202605,6
O,10,53402,161.12,23.81,202512-202605,6
O,10,53443,371.7,13.0,202512-202605,6
O,10,53503,0.0,0.0,202512-202605,6
O,10,53996,137.1,21.79,202512-202605,6
O,10,54285,94.48,38.4,202512-202605,6
O,10,54294,54.16,21.59,202512-202605,6
O,10,54380,42.54,33.05,202512-202605,6
O,09,16806,0.0,0.0,202512-202605,6
O,09,16840,0.0,0.0,202512-202605,6
O,09,16910,0.0,0.0,202512-202605,6
O,09,17596,0.0,0.0,202512-202605,6
O,09,17675,0.0,0.0,202512-202605,6
O,09,17995,57.66,4.17,202512-202605,6
O,09,18787,2593.85,133.02,202512-202605,6
O,09,18928,253.24,8.0,202512-202605,6
O,09,19161,0.4,0.5,202512-202605,6
O,09,19337,0.0,0.0,202512-202605,6
O,09,19525,387.05,19.27,202512-202605,6
O,09,19537,278.6,4.16,202512-202605,6
O,09,19588,212.63,9.91,202512-202605,6
O,09,19711,591.03,23.21,202512-202605,6
O,09,21102,395.87,63.26,202512-202605,6
O,09,21143,618.26,27.37,202512-202605,6
O,09,21176,0.0,0.0,202512-202605,6
O,09,21223,3.42,1.51,202512-202605,6
O,09,21229,0.0,0.0,202512-202605,6
O,09,21338,115.74,4.3,202512-202605,6
O,09,21431,0.02,0.38,202512-202605,6
O,09,21461,558.36,16.65,202512-202605,6
O,09,21477,231.55,36.46,202512-202605,6
O,09,21533,323.65,10.71,202512-202605,6
O,09,21581,123.35,3.05,202512-202605,6
O,09,21600,180.86,43.02,202512-202605,6
O,09,21614,172.6,49.11,202512-202605,6
O,09,22257,5501.39,1002.68,202512-202605,6
O,09,17642,5.93,3.65,202512-202605,6
O,09,17762,0.0,0.0,202512-202605,6
O,09,17763,0.0,0.0,202512-202605,6
O,09,17812,0.0,0.0,202512-202605,6
O,09,17912,0.0,0.0,202512-202605,6
O,09,17929,18.04,7.89,202512-202605,6
O,09,17997,0.0,0.0,202512-202605,6
O,09,18345,0.0,0.0,202512-202605,4
O,09,18937,0.0,0.0,202512-202605,6
O,09,19191,24.65,11.85,202512-202605,6
O,09,19266,62.64,9.19,202512-202605,6
O,09,19476,721.1,24.68,202512-202605,6
O,09,19571,136.21,12.41,202512-202605,6
O,09,19623,39.9,14.42,202512-202605,6
O,10,27390,0.0,0.0,202512-202605,6
O,10,27514,0.0,0.0,202512-202605,6
O,10,28383,0.0,0.0,202512-202605,6
O,10,30769,0.44,3.25,202512-202605,6
O,10,32428,0.44,0.87,202512-202605,6
O,10,32609,0.23,0.84,202512-202605,6
O,10,32800,0.0,0.89,202512-202605,6
O,10,34113,0.0,0.0,202512-202605,6
O,10,34783,0.0,2.7,202512-202605,6
O,10,35152,0.0,0.0,202512-202605,6
O,10,36004,0.0,0.0,202512-202605,6
O,10,43291,0.0,0.0,202512-202605,3
O,10,46064,108.97,55.65,202512-202605,6
O,10,46244,5.87,1.9,202512-202605,6
O,10,60488,10.94,6.9,202512-202605,6
O,10,49669,0.0,0.0,202512-202605,6
O,10,50070,0.0,0.0,202512-202605,6
O,10,50482,0.0,0.0,202512-202605,6
O,10,51046,180.68,23.33,202512-202605,6
O,10,51112,0.0,0.0,202512-202605,6
O,10,51129,134.23,20.36,202512-202605,6
O,10,51363,0.0,0.0,202512-202605,6
O,10,52723,217.74,26.04,202512-202605,6
O,10,63407,49.05,18.33,202512-202605,6
O,10,63380,603.93,401.23,202512-202605,6
O,10,63426,510.14,455.31,202512-202605,6
O,10,63561,153.62,266.16,202512-202605,6
O,10,63566,484.84,508.9,202512-202605,6
O,10,63583,506.31,305.65,202512-202605,6
O,10,63589,260.49,241.11,202512-202605,6
O,10,63620,290.48,257.85,202512-202605,6
O,10,63810,564.79,586.42,202512-202605,6
O,10,64049,525.02,335.3,202512-202605,6
O,10,64104,599.29,498.82,202512-202605,6
O,10,64198,778.54,445.75,202512-202605,6
O,10,64242,1166.88,569.71,202512-202605,6
O,10,64359,0.0,0.0,202512-202605,6
O,10,54461,71.15,6.04,202512-202605,6
O,10,54915,76.97,75.82,202512-202605,6
O,10,55092,205.04,20.58,202512-202605,6
O,10,55126,191.69,8.19,202512-202605,6
O,10,55175,27.12,7.4,202512-202605,6
O,10,55204,275.18,34.56,202512-202605,6
O,10,55206,77.4,14.46,202512-202605,6
O,10,55221,241.19,11.44,202512-202605,6
O,10,55425,0.0,0.0,202512-202605,6
O,10,55766,608.37,28.93,202512-202605,6
O,10,55834,0.0,0.0,202512-202605,6
O,10,55975,190.1,46.81,202512-202605,6
O,10,56026,153.91,41.46,202512-202605,6
O,09,19753,67.91,15.29,202512-202605,6
O,09,19801,494.33,6.95,202512-202605,6
O,09,20038,306.59,3.13,202512-202605,6
O,09,20070,14458.75,2821.56,202512-202605,6
O,09,20072,278.61,23.27,202512-202605,6
O,09,20531,170.36,36.95,202512-202605,6
O,09,20807,225.82,24.07,202512-202605,6
O,09,20827,211.3,17.49,202512-202605,6
O,09,20901,159.82,30.66,202512-202605,6
O,09,20997,126.81,16.5,202512-202605,6
O,09,21035,233.77,7.16,202512-202605,6
O,09,21126,411.96,18.93,202512-202605,6
O,09,21203,800.97,25.45,202512-202605,6
O,09,22384,232.45,53.16,202512-202605,6
O,09,22402,736.87,96.11,202512-202605,6
O,09,22489,453.46,67.45,202512-202605,6
O,09,22603,265.68,59.75,202512-202605,6
O,09,22662,45.44,24.31,202512-202605,6
O,09,23100,786.1,215.46,202512-202605,6
O,09,23235,617.69,452.43,202512-202605,6
O,09,23253,0.0,0.0,202512-202605,6
O,09,23424,0.0,0.0,202512-202605,6
O,09,23463,0.0,0.0,202512-202605,6
O,10,62654,0.0,0.0,202512-202605,6
O,10,27775,0.0,0.0,202512-202605,6
O,10,28483,0.0,0.0,202512-202605,6
O,09,19707,99.51,14.14,202512-202605,6
O,09,19731,235.49,23.89,202512-202605,6
O,09,19789,624.17,37.99,202512-202605,6
O,09,19808,189.72,13.43,202512-202605,6
O,09,19848,116.47,17.15,202512-202605,6
O,09,19955,140.16,10.37,202512-202605,6
O,09,20027,194.46,0.92,202512-202605,6
O,09,20180,170.18,7.57,202512-202605,6
O,09,20200,515.59,9.47,202512-202605,6
O,09,20300,891.01,20.53,202512-202605,6
O,09,20387,0.0,1.27,202512-202605,6
O,09,20395,194.6,4.26,202512-202605,6
O,09,20535,569.96,12.3,202512-202605,6
O,09,20625,0.0,0.0,202512-202605,6
O,10,64374,0.0,0.0,202512-202605,6
O,10,64416,41.71,30.0,202512-202605,6
O,10,64669,2.26,2.27,202512-202605,6
O,10,64685,0.0,0.0,202512-202605,6
O,10,64761,0.0,0.0,202512-202605,6
O,10,64787,0.0,0.0,202512-202605,6
O,10,56083,1018.11,220.31,202512-202605,6
O,10,56105,133.7,21.33,202512-202605,6
O,10,56377,357.33,48.16,202512-202605,6
O,10,56383,188.72,54.35,202512-202605,6
O,10,56551,245.36,37.69,202512-202605,6
O,10,56560,113.43,24.81,202512-202605,6
O,10,56630,74.76,17.98,202512-202605,6
O,10,56845,615.2,27.66,202512-202605,6
O,10,57393,399.14,13.76,202512-202605,6
O,10,57484,22.11,18.11,202512-202605,6
O,10,57550,789.96,118.03,202512-202605,6
O,10,57680,579.69,43.34,202512-202605,6
O,10,57765,1094.19,50.96,202512-202605,6
O,10,58110,42.15,10.69,202512-202605,6
O,09,21292,38.96,11.9,202512-202605,6
O,09,21349,7.97,18.46,202512-202605,6
O,09,21402,716.5,16.31,202512-202605,6
O,09,21632,83.02,34.94,202512-202605,6
O,09,21722,130.92,23.21,202512-202605,6
O,09,21763,292.71,50.51,202512-202605,6
O,09,21965,254.4,39.64,202512-202605,6
O,09,22127,330.98,64.9,202512-202605,6
O,09,22255,0.0,0.0,202512-202605,6
O,09,22915,343.7,109.41,202512-202605,6
O,09,23198,187.23,56.61,202512-202605,6
O,09,23248,123.73,83.53,202512-202605,6
O,09,23250,507.49,419.25,202512-202605,6
O,09,23284,0.0,0.0,202512-202605,6
O,10,38026,0.0,0.0,202512-202605,6
O,10,42022,46.42,1.38,202512-202605,6
O,10,42983,0.0,0.0,202512-202605,6
O,10,44511,0.0,0.0,202512-202605,6
O,10,48206,0.0,0.0,202512-202605,6
O,10,50701,0.0,0.0,202512-202605,6
O,10,51003,0.0,0.0,202512-202605,6
O,10,51047,307.33,44.97,202512-202605,6
O,10,51131,146.94,28.41,202512-202605,6
O,10,52288,0.0,0.0,202512-202605,6
O,10,53881,901.26,108.75,202512-202605,6
O,10,54820,0.0,0.0,202512-202605,6
O,10,57284,231.65,56.32,202512-202605,6
O,10,64200,687.34,117.59,202512-202605,6
O,10,27562,0.0,0.0,202512-202605,2
O,10,33081,22.32,2.23,202512-202605,6
O,10,34050,4.54,1.77,202512-202605,6
O,10,34285,0.0,0.0,202512-202605,6
O,09,20903,708.37,6.83,202512-202605,6
O,09,21059,66.73,12.91,202512-202605,6
O,09,21065,0.0,0.0,202512-202605,2
O,09,21260,460.01,23.35,202512-202605,6
O,09,21310,0.0,0.0,202512-202605,6
O,09,21475,134.57,37.64,202512-202605,6
O,09,21510,163.78,33.23,202512-202605,6
O,09,21577,311.45,33.32,202512-202605,6
O,09,21591,199.91,21.07,202512-202605,6
O,09,21594,241.39,29.68,202512-202605,6
O,09,21597,50.98,8.64,202512-202605,6
O,09,21704,132.75,41.72,202512-202605,6
O,09,21738,127.8,19.52,202512-202605,6
O,09,21984,170.81,25.0,202512-202605,6
O,10,58463,179.13,39.3,202512-202605,6
O,10,59054,313.62,16.18,202512-202605,6
O,10,59079,376.69,46.46,202512-202605,6
O,10,59206,124.68,55.08,202512-202605,6
O,10,59340,50.51,10.59,202512-202605,6
O,10,59430,172.82,58.39,202512-202605,6
O,10,59488,245.99,42.38,202512-202605,6
O,10,59492,205.47,36.36,202512-202605,6
O,10,59616,101.85,43.25,202512-202605,6
O,10,59640,423.77,35.88,202512-202605,6
O,10,59713,337.53,57.5,202512-202605,6
O,10,59857,31.53,109.19,202512-202605,6
O,10,60139,251.11,104.14,202512-202605,6
O,10,16781,0.0,0.0,202512-202605,6
O,10,18233,0.0,0.0,202512-202605,6
O,10,21340,0.0,0.0,202512-202605,6
O,09,23407,0.0,0.0,202512-202605,6
O,09,23519,0.0,0.0,202512-202605,6
O,10,06881,0.0,0.0,202512-202605,6
O,10,15856,3.79,12.78,202512-202605,6
O,10,20198,0.0,0.88,202512-202605,6
O,10,31288,0.0,0.22,202512-202605,6
O,10,34499,0.0,4.73,202512-202605,6
O,10,37608,0.0,0.71,202512-202605,6
O,10,38090,0.0,0.0,202512-202605,6
O,10,43761,0.0,0.0,202512-202605,6
O,10,45906,0.0,0.0,202512-202605,6
O,10,47037,0.0,0.0,202512-202605,6
O,10,49303,0.0,0.0,202512-202605,6
O,10,49786,0.0,0.0,202512-202605,6
O,10,34368,0.0,0.0,202512-202605,6
O,10,34439,0.0,0.02,202512-202605,6
O,10,35350,0.0,0.0,202512-202605,6
O,10,39266,0.0,0.0,202512-202605,6
O,10,41602,163.97,29.9,202512-202605,6
O,10,41764,43.95,2.81,202512-202605,6
O,10,43953,0.0,0.0,202512-202605,6
O,10,44051,16.88,3.48,202512-202605,6
O,10,47289,75.29,19.76,202512-202605,6
O,10,49754,0.3,2.77,202512-202605,6
O,10,53320,174.26,26.85,202512-202605,6
O,10,53408,8.55,2.63,202512-202605,6
O,10,54818,166.52,23.66,202512-202605,6
O,10,56504,111.64,34.44,202512-202605,6
O,10,58030,60.69,24.35,202512-202605,6
O,09,22159,415.84,21.77,202512-202605,6
O,09,22175,152.56,32.43,202512-202605,6
O,09,22256,0.0,0.0,202512-202605,6
O,09,22375,695.56,84.4,202512-202605,6
O,09,22383,84.16,31.74,202512-202605,6
O,09,22389,712.26,205.91,202512-202605,6
O,09,22398,506.97,107.91,202512-202605,6
O,09,22630,112.12,33.6,202512-202605,6
O,09,22639,208.59,102.48,202512-202605,6
O,09,23241,440.88,458.46,202512-202605,6
O,09,23255,301.13,302.89,202512-202605,6
O,09,23355,492.68,314.4,202512-202605,6
O,09,23409,0.0,0.0,202512-202605,6
O,09,23410,0.0,0.0,202512-202605,6
O,10,13237,0.0,0.0,202512-202605,6
O,10,13739,0.0,0.0,202512-202605,6
O,10,16907,0.0,0.0,202512-202605,6
O,10,20162,0.0,0.0,202512-202605,6
O,10,25355,0.0,0.0,202512-202605,6
O,10,25463,0.0,0.0,202512-202605,6
O,10,26912,0.0,0.0,202512-202605,6
O,10,60161,193.77,42.15,202512-202605,6
O,10,60179,736.09,189.06,202512-202605,6
O,10,60182,154.45,22.88,202512-202605,6
O,10,60203,659.64,116.18,202512-202605,6
O,10,60248,309.52,52.12,202512-202605,6
O,10,60312,218.62,9.51,202512-202605,6
O,10,60358,592.46,82.2,202512-202605,6
O,10,61014,250.5,166.8,202512-202605,6
O,10,61049,273.97,33.32,202512-202605,6
O,10,61105,244.63,38.92,202512-202605,6
O,10,61173,195.91,96.84,202512-202605,6
O,10,61194,309.13,53.99,202512-202605,6
O,10,61234,13.58,15.81,202512-202605,6
O,10,61308,121.34,33.67,202512-202605,6
O,10,21582,0.0,0.0,202512-202605,6
O,10,25484,0.0,0.0,202512-202605,6
O,10,31561,0.0,0.04,202512-202605,6
O,10,32069,0.0,1.35,202512-202605,6
O,10,34408,0.0,0.0,202512-202605,3
O,10,36605,0.93,0.0,202512-202605,6
O,10,41728,0.0,0.0,202512-202605,6
O,10,43457,0.0,0.0,202512-202605,6
O,10,44354,0.0,0.0,202512-202605,6
O,10,44594,0.0,0.0,202512-202605,6
O,10,44632,0.0,0.0,202512-202605,6
O,10,54834,21.42,2.19,202512-202605,6
O,10,54840,34.35,11.38,202512-202605,6
O,10,54843,136.08,64.69,202512-202605,6
O,10,54848,368.24,38.6,202512-202605,6
O,10,51433,0.0,0.0,202512-202605,6
O,10,54389,268.35,76.73,202512-202605,6
O,10,56496,0.01,0.0,202512-202605,6
O,10,56759,0.0,0.0,202512-202605,6
O,10,57286,271.67,42.03,202512-202605,6
O,10,57465,245.46,58.41,202512-202605,6
O,10,60975,0.0,0.0,202512-202605,3
O,10,62556,150.8,65.32,202512-202605,6
O,09,23430,0.0,0.0,202512-202605,6
O,09,23431,0.0,0.0,202512-202605,6
O,10,20899,0.0,0.86,202512-202605,6
O,10,22539,0.0,0.0,202512-202605,6
O,10,27162,2.97,9.13,202512-202605,6
O,10,38934,0.0,0.0,202512-202605,6
O,10,46155,55.31,31.79,202512-202605,6
O,10,50493,44.71,12.21,202512-202605,6
O,10,51159,0.0,0.0,202512-202605,6
O,10,53578,4.28,0.82,202512-202605,6
O,10,57323,312.99,49.34,202512-202605,6
O,10,60953,0.0,0.0,202512-202605,3
O,10,03478,0.0,0.11,202512-202605,6
O,10,06726,0.0,1.98,202512-202605,6
O,10,18866,0.0,0.14,202512-202605,6
O,10,20058,0.0,0.0,202512-202605,6
O,10,21152,0.0,0.0,202512-202605,6
O,10,25722,0.0,0.0,202512-202605,6
O,10,30232,0.0,1.1,202512-202605,6
O,10,31441,0.0,0.0,202512-202605,6
O,10,31786,0.0,0.03,202512-202605,6
O,10,35685,0.0,0.54,202512-202605,6
O,10,37666,0.0,0.0,202512-202605,6
O,10,43490,0.0,0.0,202512-202605,6
O,10,27085,0.0,0.0,202512-202605,6
O,10,28113,0.0,0.0,202512-202605,6
O,10,32133,6.16,3.12,202512-202605,6
O,10,33511,0.0,0.0,202512-202605,6
O,10,33540,4.08,3.71,202512-202605,6
O,10,33770,0.0,0.0,202512-202605,6
O,10,33860,0.0,0.0,202512-202605,6
O,10,33903,0.0,1.11,202512-202605,6
O,10,34119,0.0,0.0,202512-202605,6
O,10,35698,0.0,0.0,202512-202605,2
O,10,38066,0.0,0.0,202512-202605,6
O,10,44003,0.0,0.0,202512-202605,6
O,10,44808,0.0,0.0,202512-202605,6
O,10,46139,0.0,0.0,202512-202605,6
O,10,49218,0.0,0.0,202512-202605,6
O,10,61337,93.21,75.87,202512-202605,6
O,10,61360,138.83,65.81,202512-202605,6
O,10,61374,345.09,158.08,202512-202605,6
O,10,61462,292.95,103.29,202512-202605,6
O,10,61759,189.34,90.05,202512-202605,6
O,10,61833,81.96,53.58,202512-202605,6
O,10,62056,294.95,55.09,202512-202605,6
O,10,62059,441.46,114.68,202512-202605,6
O,10,62094,317.18,32.82,202512-202605,6
O,10,62168,505.77,105.51,202512-202605,6
O,10,62175,627.99,139.23,202512-202605,6
O,10,62366,0.0,0.0,202512-202605,6
O,10,62384,710.76,224.35,202512-202605,6
O,10,62969,343.17,80.28,202512-202605,6
O,10,54849,136.24,61.38,202512-202605,6
O,10,57801,76.21,15.27,202512-202605,6
O,10,62595,179.88,55.79,202512-202605,6
O,10,44581,87.16,16.44,202512-202605,6
O,10,46698,0.0,0.0,202512-202605,6
O,10,47919,0.0,0.0,202512-202605,6
O,09,01800,0.0,0.0,202512-202605,6
O,09,04531,0.0,0.0,202512-202605,3
O,09,04806,0.0,0.0,202512-202605,6
O,09,06242,9.26,0.6,202512-202605,6
O,09,06349,0.0,0.0,202512-202605,6
O,09,06718,0.61,0.02,202512-202605,6
O,09,09876,17.59,6.55,202512-202605,6
O,09,11172,13.8,0.88,202512-202605,6
O,09,11343,0.49,0.86,202512-202605,6
O,09,12142,0.0,0.0,202512-202605,1
O,09,14127,0.0,0.25,202512-202605,6
O,10,50890,0.0,0.0,202512-202605,6
O,10,53204,386.17,66.96,202512-202605,6
O,10,53456,114.26,38.19,202512-202605,6
O,10,54817,259.55,44.17,202512-202605,6
O,10,54835,14.54,3.67,202512-202605,6
O,10,54844,246.77,80.31,202512-202605,6
O,10,61665,0.0,0.0,202512-202605,6
O,10,63001,232.04,75.7,202512-202605,6
O,10,63011,352.29,104.18,202512-202605,6
